genes	cancer_types	correlation	Correlation_p.adj	log10_correlation	Expression	Expression_p.sgnif	Expression_p.adj	log10_p.adj	Genotypic_var	Phenotypic_var	p.value_Cox_OS	Type_Cox_OS	p.value_Cox_DSS	Type_Cox_DSS	p.value_Cox_DFI	Type_Cox_DFI	p.value_Cox_PFI	Type_Cox_PFI
ACSBG2	ESCA	0.575117597588555	2.04052549139617e-15	14.690257975405	Underexpression	****	4.8e-11	10.3187587626244	Mutation	Tumor mutational burden	0.00482	Risky	0.0592	NS			0.27	NS
ACSBG2	LGG	0.476521142360148	1.36902689370341e-28	27.8635880203304	Unchanged	ns	0.44	0.356547323513813	Mutation	Microsatellite instability	0.994	NS	0.994	NS	0.998	NS	0.863	NS
ACSBG2	LGG	0.70596772615836	1.05800786444021e-75	74.975511104068	Unchanged	ns	0.44	0.356547323513813	Mutation	Tumor mutational burden	0.994	NS	0.994	NS	0.998	NS	0.863	NS
ACSL1	COAD	0.223538873200639	0.01964024839981	1.70685302378	Underexpression	****	1e-16	16	Mutation	Microsatellite instability	0.995	NS	0.997	NS	0.998	NS	0.995	NS
ACSL1	COAD	0.403363804435721	3.51294136805792e-10	9.45432909863992	Underexpression	****	1e-16	16	Mutation	Tumor mutational burden	0.995	NS	0.997	NS	0.998	NS	0.995	NS
ACSL1	KIRC	0.708228814618308	9.11242114297704e-54	53.040366216953	Underexpression	****	2.6e-09	8.58502665202918	Mutation	Tumor mutational burden	0.218	NS					0.994	NS
ACSL1	KIRC	0.858622234397043	8.07429668825744e-89	88.0928952965772	Underexpression	****	2.6e-09	8.58502665202918	Mutation	Microsatellite instability	0.218	NS					0.994	NS
ACSL1	LUAD	0.182860969146793	0.000526624952025576	3.27849856742841	Underexpression	****	1.1e-99	98.9586073148418	Mutation	Tumor mutational burden	0.149	NS	0.149	NS	0.487	NS	0.129	NS
ACSL1	PAAD	0.999814084344044	5.14704429451884e-287	286.288442094275	Overexpression	****	1.5e-37	36.8239087409443	Mutation	Tumor mutational burden	0.677	NS	0.55	NS	0.23	NS	0.755	NS
ACSL1	PRAD	0.772700415470836	6.64620830480067e-97	96.1774260512295	Overexpression	****	1.6e-11	10.7958800173441	Mutation	Tumor mutational burden	0.998	NS	0.999	NS	0.998	NS	0.62	NS
ACSL1	PRAD	0.750612855808204	2.18769738212161e-104	103.660012752889	Overexpression	****	1.6e-11	10.7958800173441	Mutation	Microsatellite instability	0.998	NS	0.999	NS	0.998	NS	0.62	NS
ACSL1	UCEC	0.99901284429891	1.59070611497451e-09	8.79841004941332	Underexpression	****	2.2e-26	25.6575773191778	Mutation	Microsatellite instability	0.373	NS	0.998	NS	0.771	NS	0.394	NS
ACSL1	UCEC	0.583555450466403	1.33514871868105e-15	14.8744703566925	Underexpression	****	2.2e-26	25.6575773191778	Mutation	Tumor mutational burden	0.373	NS	0.998	NS	0.771	NS	0.394	NS
ACSL1	UCS	0.983672041550317	2.00991197731216e-41	40.6968229617858	Underexpression	****	8e-15	14.0969100130081	Mutation	Tumor mutational burden	0.998	NS	0.998	NS	0.998	NS	0.997	NS
ACSL3	BRCA	0.363031919741873	2.32033980349345e-24	23.6344484099471	Overexpression	****	1.2e-59	58.9208187539524	Mutation	Tumor mutational burden	0.994	NS	0.996	NS	0.997	NS	0.994	NS
ACSL3	LGG	0.999084886026812	0	Inf	Overexpression	****	2.3e-123	122.638272163982	Mutation	Tumor mutational burden	0.994	NS	0.994	NS			0.52	NS
ACSL3	LGG	0.676594169896272	3.31216911574447e-67	66.4798874967182	Overexpression	****	2.3e-123	122.638272163982	Mutation	Microsatellite instability	0.994	NS	0.994	NS			0.52	NS
ACSL3	UCEC	0.725666168976669	1.22429622538539e-27	26.9121134894737	Overexpression	****	7.1e-16	15.1487416512809	Mutation	Tumor mutational burden	0.996	NS	0.997	NS	0.441	NS	0.0471	Protective
ACSL4	BRCA	0.315310152982894	2.78438466553559e-18	17.5552707666982	Underexpression	****	7.9e-69	68.1023729087096	Mutation	Tumor mutational burden	0.0224	Risky	0.00216	Risky	0.996	NS	0.0447	Risky
ACSL4	CESC	0.469368911340594	1.71407236853682e-08	7.765970846011	Underexpression	*	0.025	1.60205999132796	Mutation	Tumor mutational burden	0.69	NS	0.995	NS	0.997	NS	0.996	NS
ACSL4	LGG	0.498511160032578	1.08747336914254e-31	30.9635813695697	Overexpression	****	9.4e-39	38.0268721464003	Mutation	Tumor mutational burden	0.994	NS	0.994	NS	0.998	NS	0.766	NS
ACSL4	LGG	0.334252742649052	1.87220191786079e-13	12.727647314207	Overexpression	****	9.4e-39	38.0268721464003	Mutation	Microsatellite instability	0.994	NS	0.994	NS	0.998	NS	0.766	NS
ACSL4	READ	0.880690222164249	1.65393665778988e-26	25.7814811270078	Overexpression	****	2.8e-14	13.5528419686578	Mutation	Tumor mutational burden	0.998	NS	0.999	NS	0.999	NS	0.998	NS
ACSL4	UCEC	0.598130209604096	1.07290694724917e-16	15.9694379425715	Unchanged	ns	0.29	0.537602002101044	Mutation	Tumor mutational burden	0.997	NS	0.998	NS	0.998	NS	0.997	NS
ACSL5	BRCA	0.564726450538264	1.87722782422776e-65	64.726483017309	Underexpression	****	8.6e-70	69.0655015487564	Mutation	Tumor mutational burden	0.0128	Risky	0.00558	Risky	0.996	NS	0.0464	Risky
ACSL5	CHOL	0.995127489873413	3.11746883767717e-29	28.5061978790499	Underexpression	****	2.8e-05	4.55284196865778	Mutation	Tumor mutational burden	0.0658	NS	0.0472	Risky			0.142	NS
ACSL5	UCEC	0.738375495195351	1.6972750963602e-11	10.7702477610126	Unchanged	ns	0.34	0.468521082957745	Mutation	Tumor mutational burden	0.997	NS	0.998	NS	0.998	NS	0.997	NS
ACSL6	ESCA	0.232475548612771	0.0260839234680228	1.58362708271178	Underexpression	****	1.9e-10	9.72124639904717	Mutation	Microsatellite instability	0.0978	NS	0.997	NS			0.995	NS
ACSL6	ESCA	0.55925932309644	2.61309784201013e-14	13.5828443287152	Underexpression	****	1.9e-10	9.72124639904717	Mutation	Tumor mutational burden	0.0978	NS	0.997	NS			0.995	NS
ACSL6	LUAD	0.157734856912036	0.00748872208375546	2.12559228634914	Unchanged	ns	1	0	Mutation	Stemness	0.466	NS	0.166	NS	0.472	NS	0.269	NS
ACSL6	LUAD	0.145507897553417	0.0150861781405054	1.82142076835667	Unchanged	ns	1	0	Mutation	Tumor mutational burden	0.466	NS	0.166	NS	0.472	NS	0.269	NS
ACSL6	SARC	0.461184391583293	3.32866260872663e-12	11.4777302224444	Unchanged	ns	0.24	0.619788758288394	Mutation	Tumor mutational burden	0.608	NS	0.737	NS	0.871	NS	0.944	NS
ACSM1	BRCA	0.110610466930311	0.0298485131346634	1.52507729781749	Overexpression	***	0.00089	3.05060999335509	Mutation	Stemness	0.996	NS	0.997	NS	0.996	NS	0.995	NS
ACSM2A	BRCA	0.346399928611647	4.54180138876546e-22	21.3427718612323	Underexpression	****	5.3e-111	110.275724130399	Mutation	Tumor mutational burden	0.141	NS	0.0368	Risky	0.996	NS	0.17	NS
ACSM2A	LUAD	0.283248905340644	1.4341865097178e-09	8.84339436688706	Underexpression	****	3.1e-57	56.5086383061657	Mutation	Tumor mutational burden	0.975	NS	0.388	NS	0.0115	Risky	0.162	NS
ACSM2A	STAD	0.296360849200072	2.33860930071205e-23	22.6310423274502	Underexpression	****	1.1e-09	8.95860731484177	Mutation	Microsatellite instability	0.683	NS	0.327	NS	0.0612	NS	0.425	NS
ACSM2A	STAD	0.217986957992715	0.000100029679570671	3.99987112238654	Underexpression	****	1.1e-09	8.95860731484177	Mutation	Tumor mutational burden	0.683	NS	0.327	NS	0.0612	NS	0.425	NS
ACSM2B	CHOL	0.995127489873413	9.6582342322157e-16	15.0151022662658	Underexpression	****	2.3e-09	8.63827216398241	Mutation	Tumor mutational burden	0.0658	NS	0.0472	Risky			0.142	NS
ACSM2B	SARC	0.449424238440216	2.53603620861116e-26	25.5958445500459	Unchanged	ns	0.2	0.698970004336019	Mutation	Tumor mutational burden	0.996	NS	0.996	NS	0.036	Risky	0.765	NS
ACSM3	GBM	0.622346902805558	2.2086865617836e-23	22.6558659111753	Overexpression	****	1.8e-29	28.7447274948967	Mutation	Microsatellite instability	0.938	NS	0.84	NS			0.547	NS
ACSM3	LIHC	0.624493850585864	5.95549446652835e-09	8.22508217453893	Underexpression	****	5.2e-27	26.2839966563652	Mutation	Tumor mutational burden	0.995	NS	0.996	NS	0.00024	Risky	0.000487	Risky
ACSM3	LUSC	0.176393706364003	2.47899096259657e-21	20.6057250564922	Underexpression	****	8.6e-57	56.0655015487564	Mutation	Microsatellite instability	0.0987	NS	0.996	NS	0.00757	Risky	0.19	NS
ACSM4	MESO	0.924212231623579	2.16571562683955e-17	16.6643985697801	""	""			Mutation	Tumor mutational burden	0.914	NS	0.975	NS			0.0142	Risky
ACSM5	COAD	0.183458281061185	0.0434496368719465	1.36201384879342	Underexpression	****	2.7e-89	88.568636235841	Mutation	Tumor mutational burden	0.862	NS	0.915	NS	0.0234	Risky	0.249	NS
ACSM5	LIHC	0.195634299341135	8.01647207840825e-10	9.09601671575192	Underexpression	****	1.2e-27	26.9208187539524	Mutation	Tumor mutational burden	0.994	NS	0.995	NS	0.776	NS	0.886	NS
ACSS2	BRCA	0.421627485211763	1.24095808967095e-33	32.9062428854892	Underexpression	****	8.7e-129	128.060480747381	Mutation	Tumor mutational burden	0.00148	Risky	0.000613	Risky	0.997	NS	0.00959	Risky
ACSS2	CESC	0.29157410683332	7.27762207641207e-06	5.13801050087816	Underexpression	*	0.011	1.95860731484178	Mutation	Microsatellite instability	0.995	NS	0.996	NS	0.998	NS	0.997	NS
ACSS2	CESC	0.313039669330212	0.0011158768646713	2.95238372649542	Underexpression	*	0.011	1.95860731484178	Mutation	Tumor mutational burden	0.995	NS	0.996	NS	0.998	NS	0.997	NS
ACSS2	COAD	0.502022214813051	1.78219689317486e-16	15.7490443177538	Unchanged	ns	0.8	0.0969100130080564	Mutation	Tumor mutational burden	0.7	NS	0.838	NS	0.998	NS	0.964	NS
ACSS2	GBM	0.756032727241353	1.13488599258735e-27	26.9450477642656	Unchanged	ns	0.58	0.236572006437063	Mutation	Tumor mutational burden	0.61	NS	0.501	NS			0.715	NS
ACSS2	LGG	0.676594169896272	2.76014092978706e-67	66.5590687427658	Unchanged	ns	0.25	0.602059991327962	Mutation	Microsatellite instability	0.994	NS	0.994	NS			0.52	NS
ACSS2	LGG	0.999084886026812	0	Inf	Unchanged	ns	0.25	0.602059991327962	Mutation	Tumor mutational burden	0.994	NS	0.994	NS			0.52	NS
ACSS2	SKCM	0.15935820485527	0.00586048118308626	2.232066724156	Underexpression	****	2.9e-27	26.537602002101	Mutation	Tumor mutational burden	0.927	NS	0.543	NS			0.344	NS
ACSS2	STAD	0.194600622087629	0.00093122681213668	3.03094452818885	Underexpression	**	0.002	2.69897000433602	Mutation	Tumor mutational burden	0.361	NS	0.804	NS	0.659	NS	0.204	NS
ACSS2	UCEC	0.571882770178769	5.99790060503075e-15	14.2220007354829	Underexpression	****	1.7e-21	20.7695510786217	Mutation	Tumor mutational burden	0.997	NS	0.998	NS	0.707	NS	0.191	NS
ACSS3	BLCA	0.19811970083987	0.000745356439585526	3.12763599204962	Underexpression	****	5.2e-09	8.2839966563652	Mutation	Tumor mutational burden	0.0436	Protective	0.103	NS	0.306	NS	0.0445	Protective
ACSS3	BRCA	0.417971735540072	6.62895051360322e-33	32.1785552230626	Underexpression	****	1.2e-35	34.9208187539524	Mutation	Tumor mutational burden	0.0167	Risky	0.0338	Risky	0.996	NS	0.47	NS
ACSS3	COAD	0.667045174903935	8.69396002471982e-33	32.0607823610492	Underexpression	****	1.7e-49	48.7695510786217	Mutation	Tumor mutational burden	0.69	NS	0.813	NS	0.0247	Risky	0.563	NS
ACSS3	PAAD	0.495135433048552	1.23785830596616e-10	9.90732906489494	Overexpression	****	4.2e-17	16.3767507096021	Mutation	Tumor mutational burden	0.0292	Risky	0.0727	NS	0.609	NS	0.265	NS
ACY1	ESCA	0.842851292365981	2.32343935283747e-48	47.6338686591317	Overexpression	****	3.8e-59	58.4202164033832	Mutation	Microsatellite instability	0.713	NS	0.997	NS			0.568	NS
ACY1	ESCA	0.885583072747895	2.33797373532042e-57	56.6311603719892	Overexpression	****	3.8e-59	58.4202164033832	Mutation	Tumor mutational burden	0.713	NS	0.997	NS			0.568	NS
ACY1	SARC	0.32719048088776	4.78201237459941e-06	5.32038930437807	Unchanged	ns	0.58	0.236572006437063	Mutation	Tumor mutational burden	0.996	NS	0.996	NS	0.036	Risky	0.0635	NS
ACYP1	COAD	0.265455104587636	0.000622146401306189	3.20610740663077	Unchanged	ns	0.28	0.552841968657781	Mutation	Microsatellite instability	0.996	NS	0.997	NS			0.996	NS
ADCY1	COAD	0.422638028507696	4.85717737745107e-09	8.31361603639898	Underexpression	****	6.1e-05	4.21467016498923	Mutation	Microsatellite instability	0.654	NS	0.624	NS	0.998	NS	0.173	NS
ADCY1	COAD	0.456157790288021	2.41660414857806e-13	12.6167944832985	Underexpression	****	6.1e-05	4.21467016498923	Mutation	Tumor mutational burden	0.654	NS	0.624	NS	0.998	NS	0.173	NS
ADCY1	PAAD	0.704866867825688	5.43884995137955e-07	6.26449292246572	Underexpression	****	1e-07	7	Mutation	Tumor mutational burden	0.988	NS	0.839	NS	0.0337	Risky	0.337	NS
ADCY1	STAD	0.525625182092433	4.7350785682746e-14	13.3246728104337	Underexpression	*	0.044	1.35654732351381	Mutation	Tumor mutational burden	0.705	NS	0.26	NS	0.996	NS	0.066	NS
ADCY1	STAD	0.273465524519765	4.01992335945127e-34	33.3957822267376	Underexpression	*	0.044	1.35654732351381	Mutation	Microsatellite instability	0.705	NS	0.26	NS	0.996	NS	0.066	NS
ADCY1	UCEC	0.99901284429891	8.37367326239788e-17	16.0770839891226	Underexpression	*	0.015	1.82390874094432	Mutation	Microsatellite instability	0.266	NS	0.998	NS	0.669	NS	0.101	NS
ADCY2	LIHC	0.276358717639227	1.78954437934632e-09	8.74725752696594	Underexpression	*	0.011	1.95860731484178	Mutation	Microsatellite instability	0.0375	Risky	0.141	NS	0.296	NS	0.0698	NS
ADCY2	LIHC	0.239527668985607	2.49009046215583e-05	4.60378487519283	Underexpression	*	0.011	1.95860731484178	Mutation	Tumor mutational burden	0.0375	Risky	0.141	NS	0.296	NS	0.0698	NS
ADCY2	LUAD	0.1647436543897	1.85741425937884e-06	5.73109122469421	Underexpression	****	1.1e-35	34.9586073148418	Mutation	Microsatellite instability	0.115	NS	0.0445	Risky	0.453	NS	0.149	NS
ADCY2	UCEC	0.99901284429891	6.91594231335692e-07	6.16014863788152	Underexpression	****	1.1e-42	41.9586073148418	Mutation	Microsatellite instability	0.755	NS	0.553	NS	0.571	NS	0.162	NS
ADCY3	CESC	0.214615732296292	0.00409441734375626	2.38780789180232	Underexpression	****	7.7e-06	5.11350927482752	Mutation	Microsatellite instability	0.00293	Risky	0.00125	Risky	0.156	NS	0.015	Risky
ADCY5	BLCA	0.239664499051394	9.04586706579989e-06	5.04354979874948	Underexpression	****	2.7e-16	15.568636235841	Mutation	Tumor mutational burden	0.109	NS	0.0928	NS	0.996	NS	0.0659	NS
ADCY7	BRCA	0.212307897694295	3.32655612332893e-07	6.47800514504329	Overexpression	**	0.0069	2.16115090926274	Mutation	Microsatellite instability	0.014	Risky	0.00106	Risky	0.996	NS	0.0407	Risky
ADCY8	BRCA	0.213102599567611	2.96597854752282e-08	7.52783199448301	Underexpression	****	4.8e-47	46.3187587626244	Mutation	Tumor mutational burden	0.995	NS	0.996	NS	0.996	NS	0.995	NS
ADCY8	PRAD	0.167407878734155	0.00330216964536246	2.48120061909495	Underexpression	****	7e-09	8.15490195998574	Mutation	Microsatellite instability	0.998	NS	0.999	NS	0.996	NS	0.945	NS
ADCY8	PRAD	0.40286100289431	3.32500012332377e-19	18.478208334253	Underexpression	****	7e-09	8.15490195998574	Mutation	Tumor mutational burden	0.998	NS	0.999	NS	0.996	NS	0.945	NS
ADH1C	BRCA	0.265097590025178	8.1250491576442e-13	12.0901740028009	Underexpression	****	6.5e-140	139.187086643357	Mutation	Tumor mutational burden	0.0213	Risky	0.00308	Risky	0.291	NS	0.163	NS
ADH1C	ESCA	0.374616855168036	4.13102795982306e-06	5.38394186560057	Underexpression	****	5.5e-05	4.25963731050576	Mutation	Tumor mutational burden	0.251	NS	0.997	NS	0.998	NS	0.995	NS
ADH1C	SARC	0.32719048088776	4.13102795982306e-06	5.38394186560057	Unchanged	ns	0.11	0.958607314841775	Mutation	Tumor mutational burden	0.996	NS	0.996	NS	0.036	Risky	0.0635	NS
ADH1C	SKCM	0.298432855409851	7.63302276131839e-10	9.11730344257055	Underexpression	****	2.7e-118	117.568636235841	Mutation	Tumor mutational burden	0.205	NS	0.0474	Protective			0.135	NS
ADH5	COAD	0.72593080170194	8.97238942272144e-42	41.047091885282	Underexpression	****	2.5e-06	5.60205999132796	Mutation	Tumor mutational burden	0.68	NS	0.278	NS	0.0247	Risky	0.779	NS
ADH5	STAD	0.334844479938579	4.04281838760176e-11	10.3933157677027	Overexpression	***	0.00039	3.4089353929735	Mutation	Tumor mutational burden	0.972	NS	0.599	NS	0.0152	Risky	0.795	NS
ADH5	UCEC	0.225577909992262	0.0446537526288807	1.35014203783853	Underexpression	****	6.1e-05	4.21467016498923	Mutation	Stemness	0.997	NS	0.997	NS	0.998	NS	0.996	NS
ADH6	CHOL	0.995127489873413	4.34798900433352e-18	17.3617115628754	Underexpression	****	2.3e-09	8.63827216398241	Mutation	Tumor mutational burden	0.0658	NS	0.0472	Risky			0.142	NS
ADH6	LIHC	0.286603661214504	2.00991197731216e-41	40.6968229617858	Underexpression	***	3e-04	3.52287874528034	Mutation	Tumor mutational burden	0.0763	NS	0.0115	Risky	5.43e-05	Risky	0.000168	Risky
ADH6	PRAD	0.620889206803219	1.81879369825351e-52	51.7402165592055	Underexpression	****	1.8e-26	25.7447274948967	Mutation	Microsatellite instability	0.998	NS	0.999	NS	0.997	NS	0.995	NS
ADH7	ACC	0.636045456438305	1.30303836980099e-27	26.8850427956861	Underexpression	****	3.9e-11	10.4089353929735	Mutation	Microsatellite instability	0.622	NS	0.602	NS			0.0162	Risky
ADH7	ACC	0.742296256881952	2.34340661398925e-13	12.630152348667	Underexpression	****	3.9e-11	10.4089353929735	Mutation	Tumor mutational burden	0.622	NS	0.602	NS			0.0162	Risky
ADH7	ESCA	0.24644200562262	0.00894757537869173	2.04829463421631	Unchanged	ns	0.6	0.221848749616356	Mutation	Tumor mutational burden	0.294	NS	0.117	NS	0.123	NS	0.0343	Risky
ADH7	LUSC	0.192453146810147	0.000350262104975932	3.45560684666772	Overexpression	****	4.1e-80	79.3872161432803	Mutation	Tumor mutational burden	0.245	NS	0.0469	Risky	0.0248	Risky	0.129	NS
ADI1	COAD	0.265455104587636	0.000995434242089902	3.00198742397484	Overexpression	****	1.4e-08	7.85387196432176	Mutation	Microsatellite instability	0.996	NS	0.997	NS			0.996	NS
ADPRM	LUSC	0.20105187835219	0.000190993380966522	3.7189816833257	Underexpression	****	2e-39	38.698970004336	Mutation	Tumor mutational burden	0.995	NS	0.996	NS			0.995	NS
ADSL	LUAD	0.140845009062799	0.0171414145662985	1.76595334151501	Overexpression	****	1.3e-23	22.8860566476932	Mutation	Tumor mutational burden	0.0105	Risky	0.996	NS			0.993	NS
ADSSL1	BLCA	0.158990622224595	0.000308204871116999	3.51116050162501	Underexpression	*	0.017	1.76955107862173	Mutation	Microsatellite instability	0.993	NS	0.994	NS	0.664	NS	0.335	NS
ADSSL1	BRCA	0.423789927599913	5.21160945664145e-34	33.2830281365474	Underexpression	****	2.5e-21	20.602059991328	Mutation	Tumor mutational burden	0.0521	NS	0.0119	Risky			0.09	NS
ADSSL1	PAAD	0.243871475327615	0.0405147765011106	1.39238655252639	Overexpression	****	3.9e-24	23.4089353929735	Mutation	Stemness	0.996	NS	0.996	NS	0.998	NS	0.995	NS
AFMID	ACC	0.349224549535842	0.0159057526222892	1.79844577629105	Unchanged	ns	0.99	0.00436480540245009	Mutation	Tumor mutational burden	0.174	NS	0.162	NS			0.632	NS
AFMID	ESCA	0.956143229088264	3.56384684488296e-95	94.4480809678931	Overexpression	****	7.8e-07	6.10790539730952	Mutation	Microsatellite instability	0.995	NS	0.996	NS			0.246	NS
AFMID	LIHC	0.202813373200842	0.00696874477218589	2.15684544107073	Overexpression	**	0.0034	2.46852108295775	Mutation	Tumor mutational burden	0.995	NS	0.996	NS	0.993	NS	0.993	NS
AFMID	THYM	0.982068798556206	5.26412611820103e-84	83.2786737144202	Overexpression	****	1.2e-31	30.9208187539524	Mutation	Tumor mutational burden	0.00107	Risky					0.0147	Risky
AFMID	UCEC	0.99901284429891	1.29244871841679e-09	8.88858667976241	Overexpression	****	2.8e-06	5.55284196865778	Mutation	Microsatellite instability	0.0675	NS	0.373	NS	0.429	NS	0.824	NS
AGAP2-AS1	PAAD	0.325533147042206	0.000442805921956062	3.35378657962791	Overexpression	****	3.3e-45	44.4814860601221	Mutation	Stemness	0.996	NS	0.996	NS			0.373	NS
AGK	SARC	0.32719048088776	4.78201237459941e-06	5.32038930437807	Unchanged	ns	0.2	0.698970004336019	Mutation	Tumor mutational burden	0.996	NS	0.996	NS	0.036	Risky	0.0635	NS
AGK	SKCM	0.274715955584694	2.30005413571119e-08	7.63826194199808	Overexpression	****	5.7e-83	82.2441251443275	Mutation	Tumor mutational burden	0.993	NS	0.993	NS			0.134	NS
AGL	BLCA	0.337819567726651	4.54994882331057e-11	10.3419934881514	Underexpression	****	1.5e-07	6.82390874094432	Mutation	Tumor mutational burden	0.0642	NS	0.0946	NS	0.997	NS	0.0443	Protective
AGL	BRCA	0.226274027291061	2.30065801765544e-09	8.63814793243222	Overexpression	****	1.9e-07	6.72124639904717	Mutation	Tumor mutational burden	0.0224	Risky	0.997	NS	0.996	NS	0.44	NS
AGL	PRAD	0.239836321089851	1.49314924481903e-06	5.82589678104794	Underexpression	*	0.042	1.3767507096021	Mutation	Microsatellite instability	0.998	NS	0.999	NS	0.998	NS	0.443	NS
AGL	PRAD	0.527505465164224	4.91244662911936e-35	34.3087021549483	Underexpression	*	0.042	1.3767507096021	Mutation	Tumor mutational burden	0.998	NS	0.999	NS	0.998	NS	0.443	NS
AGL	UCEC	0.639895967484534	1.36257747598222e-19	18.8656387944202	Underexpression	****	1.3e-07	6.88605664769316	Mutation	Tumor mutational burden	0.997	NS	0.997	NS	0.56	NS	0.162	NS
AGPAT1	KIRP	0.174451279131862	0.0322501442702819	1.49146833821795	Unchanged	ns	0.87	0.0604807473813815	Mutation	Microsatellite instability	0.996	NS	0.997	NS	0.998	NS	0.996	NS
AGPAT2	READ	0.880513747822124	0.00777682886171794	2.1091974581015	Overexpression	****	3.9e-22	21.4089353929735	Mutation	Microsatellite instability	0.998	NS	0.999	NS			0.998	NS
AGPAT2	THCA	0.166820500920552	0.00268839867752426	2.57050632690913	Overexpression	****	6.2e-49	48.2076083105017	Mutation	Tumor mutational burden	0.998	NS	0.999	NS	0.998	NS	0.996	NS
AGPAT3	COAD	0.230169923280542	0.00194030216091427	2.71213063264746	Overexpression	****	9.9e-39	38.0043648054025	Mutation	Tumor mutational burden	0.152	NS	0.313	NS			0.0103	Risky
AGPAT3	UCEC	0.533639156975764	9.58985085271161e-13	12.0181881471931	Overexpression	**	0.0027	2.56863623584101	Mutation	Tumor mutational burden	0.997	NS	0.998	NS	0.997	NS	0.997	NS
AGPAT4	PRAD	0.312697691657137	1.611466854032e-11	10.7927786229838	Underexpression	****	1.8e-49	48.7447274948967	Mutation	Microsatellite instability	0.999	NS	0.999	NS	0.0352	Risky	1.66e-05	Risky
AGPAT4	PRAD	0.699708342578996	4.28016608005188e-72	71.3685393790591	Underexpression	****	1.8e-49	48.7447274948967	Mutation	Tumor mutational burden	0.999	NS	0.999	NS	0.0352	Risky	1.66e-05	Risky
AGPAT5	CESC	0.246893707374754	0.0144093925180497	1.84135432811176	Unchanged	ns	0.12	0.920818753952375	Mutation	Tumor mutational burden	0.185	NS	0.131	NS	0.0458	Risky	0.164	NS
AGPAT5	LUAD	0.187163020241137	0.0078640132427479	2.10435576383723	Overexpression	****	1.4e-25	24.8538719643218	Mutation	Tumor mutational burden	0.508	NS					0.0152	Risky
AGPAT5	LUAD	0.144262364581255	0.015652822551347	1.80540733812091	Overexpression	****	1.4e-25	24.8538719643218	Mutation	Stemness	0.508	NS					0.0152	Risky
AGPAT6	SARC	0.568745604872212	9.2046188107211e-20	19.0359941921495	Unchanged	ns	0.25	0.602059991327962	Mutation	Tumor mutational burden	0.146	NS	0.0844	NS			0.0522	NS
AGPAT6	STAD	0.244300169775156	0.000558322865607655	3.2531145856479	Overexpression	****	2.8e-10	9.55284196865778	Mutation	Microsatellite instability	0.992	NS	0.993	NS	0.996	NS	0.992	NS
AGPAT6	STAD	0.316440335253343	8.38396373805379e-10	9.07655060874742	Overexpression	****	2.8e-10	9.55284196865778	Mutation	Tumor mutational burden	0.992	NS	0.993	NS	0.996	NS	0.992	NS
AGPS	ACC	0.429472568027218	0.00871158880267634	2.05990263198313	Underexpression	****	8.6e-06	5.06550154875643	Mutation	Microsatellite instability	0.998	NS	0.998	NS			0.152	NS
AGPS	ACC	0.778155791710345	1.86179847124445e-15	14.7300673306389	Underexpression	****	8.6e-06	5.06550154875643	Mutation	Tumor mutational burden	0.998	NS	0.998	NS			0.152	NS
AGPS	STAD	0.206188236730689	2.07876382285515e-23	22.6821948498976	Overexpression	****	1.2e-77	76.9208187539524	Mutation	Microsatellite instability	0.172	NS	0.389	NS	0.209	NS	0.0263	Risky
AGXT	SKCM	0.30394266374505	4.48561432969341e-10	9.34817806951505	Underexpression	****	3.8e-33	32.4202164033832	Mutation	Tumor mutational burden	0.178	NS	0.101	NS			0.0185	Protective
AGXT2	ESCA	0.956143229088264	3.81840733380318e-95	94.4181177445157	Underexpression	***	0.00011	3.95860731484178	Mutation	Microsatellite instability	0.995	NS	0.996	NS			0.246	NS
AGXT2	ESCA	0.689476900673136	2.03155796993889e-24	23.6921707806891	Underexpression	***	0.00011	3.95860731484178	Mutation	Tumor mutational burden	0.995	NS	0.996	NS			0.246	NS
AGXT2	LUAD	0.188200676238835	0.000424830179911129	3.37178463857608	Unchanged	ns	0.56	0.2518119729938	Mutation	Stemness	0.25	NS	0.0751	NS	0.661	NS	0.0573	NS
AGXT2	READ	0.943871662157018	5.22298069151061e-39	38.2820815796744	Unchanged	ns	0.21	0.677780705266081	Mutation	Tumor mutational burden	0.343	NS	0.055	NS	0.999	NS	0.479	NS
AGXT2	SARC	0.32719048088776	3.9125555792177e-06	5.40753948009697	Unchanged	ns	0.26	0.585026652029182	Mutation	Tumor mutational burden	0.996	NS	0.996	NS	0.036	Risky	0.0635	NS
AHCY	GBM	0.701216553441116	2.80184662156673e-22	21.5525556425086	Overexpression	****	1.6e-94	93.7958800173441	Mutation	Tumor mutational burden	0.995	NS	0.995	NS			0.886	NS
AHCY	KIRP	0.180378760462176	1.88004466303733e-11	10.7258318333532	Unchanged	ns	0.56	0.2518119729938	Mutation	Microsatellite instability	0.998	NS	0.998	NS	0.998	NS	0.996	NS
AHCY	PAAD	0.999814084344044	3.60293100616319e-287	286.443344054261	Overexpression	****	1.2e-05	4.92081875395237	Mutation	Tumor mutational burden	0.677	NS	0.55	NS	0.23	NS	0.755	NS
AHCY	SKCM	0.350535245150745	9.21856787040653e-14	13.0353365425352	Overexpression	****	1.1e-133	132.958607314842	Mutation	Tumor mutational burden	0.992	NS	0.992	NS			0.176	NS
