genes	cancer_types	correlation	Correlation_p.adj	log10_correlation	Expression	Expression_p.sgnif	Expression_p.adj	log10_p.adj	Genotypic_var	Phenotypic_var	p.value_Cox_OS	Type_Cox_OS	p.value_Cox_DSS	Type_Cox_DSS	p.value_Cox_DFI	Type_Cox_DFI	p.value_Cox_PFI	Type_Cox_PFI
IDH1	THCA	-0.235286704290634	1.01179750717167e-31	30.9949063949244	Overexpression	****	6.9e-57	56.1611509092627	Gene expression	Stemness	0.127	NS	0.374	NS	0.53	NS	0.662	NS
IDH1	THYM	-0.513970153246888	5.32754642699605e-05	4.27347275693045	Overexpression	****	6.8e-08	7.16749108729376	Gene expression	Stemness	0.105	NS	0.524	NS			0.586	NS
IDH2	BRCA	0.32608141076345	3.08375801131386e-29	28.5109197092444	Overexpression	****	1.5e-112	111.823908740944	Gene expression	Stemness	0.213	NS	0.0365	Risky	0.343	NS	0.023	Risky
IDH2	COAD	0.300960708037315	4.67493727813014e-08	7.3302242115176	Overexpression	****	1.2e-34	33.9208187539524	Gene expression	Stemness	0.433	NS	0.698	NS	0.492	NS	0.648	NS
IDH2	ESCA	0.281084808395523	0.00130681681197416	2.88378528703663	Unchanged	ns	0.064	1.19382002601611	Gene expression	Stemness	0.187	NS	0.256	NS	0.596	NS	0.106	NS
IDH2	HNSC	-0.132592641646365	2.49290626778505e-23	22.603294050477	Underexpression	****	9.1e-05	4.04095860767891	Gene expression	Stemness	0.794	NS	0.516	NS	0.616	NS	0.731	NS
IDH2	KICH	0.346415565775628	1.04209247732296e-06	5.98209373918528	Overexpression	****	1.2e-07	6.92081875395237	Gene expression	Stemness	0.541	NS	0.941	NS	0.107	NS	0.306	NS
IDH2	KIRC	0.316036806257526	1.20252622691782e-05	4.9199054429529	Underexpression	****	5.2e-17	16.2839966563652	Gene expression	Stemness	0.0328	Protective	0.0226	Protective	0.808	NS	0.0155	Protective
IDH2	KIRP	0.179713837216608	1.45708631459934e-23	22.8365147208149	Underexpression	****	5.9e-11	10.2291479883579	Gene expression	Stemness	0.705	NS	0.535	NS	0.505	NS	0.326	NS
IDH2	LIHC	-0.242862549598797	0.00188115077691952	2.725576393732	Unchanged	ns	0.45	0.346787486224656	Gene expression	Stemness	0.392	NS	0.535	NS	0.24	NS	0.402	NS
IDH2	LUAD	0.180047119308804	0.000655572711845583	3.18337913219356	Overexpression	****	9.1e-93	92.0409586076789	Gene expression	Microsatellite instability	0.484	NS	0.48	NS	0.569	NS	0.314	NS
IDH2	LUSC	0.339814503250077	0.0322150312792745	1.49194144263799	Overexpression	****	9.6e-109	108.01772876696	Gene expression	Stemness	0.521	NS	0.446	NS	0.279	NS	0.423	NS
IDH2	STAD	0.249389105025515	3.64567408680056e-06	5.43822215867354	Underexpression	***	0.00091	3.04095860767891	Gene expression	Stemness	0.254	NS	0.282	NS	0.105	NS	0.131	NS
IDH2	TGCT	-0.710577523444009	0.0185359217217272	1.731985813265	Overexpression	****	9.7e-52	51.0132282657338	Gene expression	Stemness	0.705	NS	0.32	NS	0.769	NS	0.883	NS
IDH2	THYM	0.770945986768549	1.45135497557241e-13	12.8382263538766	Overexpression	****	5.8e-36	35.2365720064371	Gene expression	Stemness	0.208	NS	0.674	NS			0.771	NS
IDH3A	LUSC	0.150560809802244	0.049626938185908	1.30428251847553	Overexpression	****	2.7e-16	15.568636235841	Gene expression	Microsatellite instability	0.835	NS	0.957	NS	0.606	NS	0.548	NS
IDH3A	LUSC	0.33121762504667	3.55659189697462e-12	11.4489659653063	Overexpression	****	2.7e-16	15.568636235841	Gene expression	Stemness	0.835	NS	0.957	NS	0.606	NS	0.548	NS
IDH3A	STAD	0.362861220618084	0.00070757017105185	3.15023048387515	Overexpression	****	6.8e-36	35.1674910872938	Gene expression	Stemness	0.284	NS	0.143	NS	0.0418	Protective	0.0185	Protective
IDH3B	CESC	0.22573035083293	4.72713576603065e-20	19.3254019243332	Underexpression	*	0.044	1.35654732351381	Gene expression	Stemness	0.39	NS	0.482	NS	0.319	NS	0.854	NS
IDH3B	DLBC	0.507170075965534	0.000136830993885508	3.86381551848686	Overexpression	****	6.6e-17	16.1804560644581	Gene expression	Stemness	0.056	NS	0.366	NS	0.494	NS	0.918	NS
IDH3B	LAML	-0.294373122189195	1.01862091161722e-06	5.99198741228831	Underexpression	****	1.3e-05	4.88605664769316	Gene expression	Stemness	0.0355	Risky						
IDH3B	LGG	0.231339632616102	0.00162602477962459	2.78887284030885	Overexpression	****	7.4e-59	58.130768280269	Gene expression	Stemness	0.0151	Risky	0.0881	NS	0.289	NS	0.185	NS
IDH3B	LIHC	0.265899258021986	0.00548977860835578	2.26044516941296	Overexpression	****	1.7e-31	30.7695510786217	Gene expression	Stemness	0.00501	Risky	0.12	NS	0.0473	Risky	0.0625	NS
IDH3B	LUAD	0.126061156865233	0.047890486428464	1.31975075176247	Underexpression	****	7.3e-39	38.1366771398795	Gene expression	Stemness	0.167	NS	0.819	NS	0.988	NS	0.656	NS
IDH3B	LUSC	0.178463647328904	0.00458515588585348	2.33864589462534	Unchanged	ns	0.18	0.744727494896694	Gene expression	Microsatellite instability	0.111	NS	0.131	NS	0.0814	NS	0.039	Risky
IDH3B	LUSC	0.306286821016132	2.56446028138802e-07	6.59100402294161	Unchanged	ns	0.18	0.744727494896694	Gene expression	Stemness	0.111	NS	0.131	NS	0.0814	NS	0.039	Risky
IDH3B	PAAD	0.252601872904205	0.0195719044405203	1.7083669133421	Overexpression	****	4.8e-38	37.3187587626244	Gene expression	Microsatellite instability	0.016	Protective	0.06	NS	0.298	NS	0.0288	Protective
IDH3B	SKCM	0.189184328480723	0.00258171171405953	2.58809225470444	Unchanged	ns	0.24	0.619788758288394	Gene expression	Stemness	0.074	NS	0.0518	NS			0.624	NS
IDH3B	STAD	0.436511995249076	1.6366714901148e-11	10.7860384826819	Unchanged	ns	0.84	0.0757207139381184	Gene expression	Stemness	0.626	NS	0.651	NS	0.421	NS	0.287	NS
IDH3B	THCA	0.14454553076638	0.000915501200541856	3.03834108185015	Underexpression	****	3.1e-107	106.508638306166	Gene expression	Stemness	0.133	NS	0.024	Risky	0.258	NS	0.806	NS
IDH3B	THYM	0.343929209600614	0.00478368957959484	2.32023701009052	Overexpression	****	8.1e-51	50.0915149811213	Gene expression	Stemness	0.0754	NS	0.389	NS			0.506	NS
IDH3B	UCEC	0.315487585709008	1.11409823272648e-06	5.95307651468276	Underexpression	****	3e-12	11.5228787452803	Gene expression	Stemness	0.687	NS	0.474	NS	0.476	NS	0.659	NS
IDH3G	BRCA	0.138464831716071	5.31320138073111e-05	4.27464372316746	Unchanged	ns	0.19	0.721246399047171	Gene expression	Stemness	0.0224	Risky	0.0287	Risky	0.116	NS	0.155	NS
IDH3G	ESCA	0.327784129110545	1.38785396764568e-31	30.857656228681	Overexpression	****	8.9e-25	24.0506099933551	Gene expression	Stemness	0.0526	NS	0.277	NS	0.506	NS	0.233	NS
IDH3G	GBM	0.252239955814188	0.0231590186484534	1.63527984756081	Overexpression	****	5e-16	15.301029995664	Gene expression	Microsatellite instability	0.631	NS	0.642	NS			0.566	NS
IDH3G	KICH	-0.371104574946101	0.000113142187991581	3.94637542694366	Unchanged	ns	0.47	0.327902142064283	Gene expression	Stemness	0.237	NS	0.681	NS	0.117	NS	0.926	NS
IDH3G	LAML	-0.420735277418457	0.00464737926514216	2.33279188400117	Unchanged	ns	0.23	0.638272163982407	Gene expression	Stemness	0.00151	Risky						
IDH3G	PAAD	0.250049084109277	0.0274262081399571	1.56183423241469	Overexpression	****	8.3e-51	50.0809219076239	Gene expression	Microsatellite instability	0.307	NS	0.3	NS	0.172	NS	0.0252	Protective
IDNK	BRCA	-0.347763630696634	1.68674261122202e-33	32.772951183596	Underexpression	****	2e-10	9.69897000433602	Gene expression	Stemness	0.00571	Protective	0.000886	Protective	0.0676	NS	0.0127	Protective
IDNK	LGG	-0.193148773096286	0.000224907514690775	3.64799603351851	Overexpression	*	0.039	1.4089353929735	Gene expression	Stemness	0.0221	Protective	0.0286	Protective	0.565	NS	0.0609	NS
IDNK	PCPG	0.339020805337647	1.9946820283313e-15	14.7001263252139	Unchanged	ns	0.13	0.886056647693163	Gene expression	Stemness	0.765	NS	0.476	NS	0.157	NS	0.209	NS
IDNK	SKCM	-0.176723097578397	0.00932467362575048	2.0303663600572	Underexpression	****	6.6e-13	12.1804560644581	Gene expression	Stemness	0.0131	Protective	0.0702	NS			0.435	NS
IDNK	THCA	-0.208917017364487	8.68256556351609e-05	4.06135192857398	Underexpression	****	7.5e-08	7.1249387366083	Gene expression	Tumor mutational burden	0.864	NS	0.9	NS	0.143	NS	0.215	NS
IDNK	THYM	0.451665132538118	6.51920121221757e-05	4.18580561444881	Overexpression	****	7.8e-33	32.1079053973095	Gene expression	Stemness	0.00838	Protective	0.0185	Protective			0.164	NS
IDNK	THYM	-0.350253957662289	0.00323252805706883	2.49045769692636	Overexpression	****	7.8e-33	32.1079053973095	Gene expression	Tumor mutational burden	0.00838	Protective	0.0185	Protective			0.164	NS
IDNK	UCEC	-0.247109001659284	6.10615778192166e-13	12.214231977808	Overexpression	**	0.0052	2.2839966563652	Gene expression	Stemness	0.00803	Protective	0.00875	Protective	0.0258	Protective	4.48e-05	Protective
IDO1	BLCA	-0.180382275163093	0.0402347979206587	1.39539817557633	Overexpression	**	0.0055	2.25963731050576	Gene expression	Microsatellite instability	0.262	NS	0.332	NS	0.0495	Protective	0.326	NS
IDO1	BRCA	0.184393857219348	4.95219522342459e-09	8.30520224307016	Overexpression	****	3.5e-32	31.4559319556497	Gene expression	Stemness	0.139	NS	0.247	NS	0.328	NS	0.107	NS
IDO1	COAD	0.268426850608436	0.000298208716752861	3.52547966610657	Overexpression	****	6.1e-34	33.2146701649892	Gene expression	Tumor mutational burden	0.758	NS	0.416	NS	0.115	NS	0.106	NS
IDO1	GBM	-0.286833428508326	0.00034413580179187	3.46327014367713	Overexpression	****	1.5e-98	97.8239087409443	Gene expression	Stemness	0.259	NS	0.196	NS			0.0199	Risky
IDO1	KIRC	-0.14687470607804	0.00844305977847967	2.07350013582782	Overexpression	****	6.8e-48	47.1674910872938	Gene expression	Microsatellite instability	0.409	NS	0.105	NS	0.491	NS	0.912	NS
IDO1	KIRC	-0.282784279662617	0.000240312112467623	3.61922433887034	Overexpression	****	6.8e-48	47.1674910872938	Gene expression	Stemness	0.409	NS	0.105	NS	0.491	NS	0.912	NS
IDO1	LGG	-0.346651430651204	0.00417996113729897	2.37882775600847	Overexpression	****	2.5e-46	45.602059991328	Gene expression	Stemness	1.07e-07	Risky	9.5e-07	Risky	0.744	NS	3.51e-06	Risky
IDO1	LUSC	-0.171037851161232	0.00844305977847967	2.07350013582782	Unchanged	ns	0.47	0.327902142064283	Gene expression	Microsatellite instability	0.429	NS	0.922	NS	0.657	NS	0.317	NS
IDO1	LUSC	-0.188634298739193	1.07550576002598e-10	9.96838725934365	Unchanged	ns	0.47	0.327902142064283	Gene expression	Stemness	0.429	NS	0.922	NS	0.657	NS	0.317	NS
IDO1	STAD	0.212723878935904	0.0176649776584216	1.75288690749777	Overexpression	****	5.7e-69	68.2441251443275	Gene expression	Stemness	0.475	NS	0.996	NS	0.916	NS	0.904	NS
IDO1	TGCT	0.27252628607863	1.22659617564721e-14	13.911298393715	Overexpression	****	8.5e-52	51.0705810742857	Gene expression	Stemness	0.229	NS	0.119	NS	0.705	NS	0.803	NS
IDO2	BLCA	-0.253254983442663	0.000134296857854916	3.87193414840526	Unchanged	ns	0.16	0.795880017344075	Gene expression	Microsatellite instability	0.239	NS	0.423	NS	0.219	NS	0.431	NS
IDO2	BLCA	-0.220558754044955	0.000134065339876358	3.87268348647406	Unchanged	ns	0.16	0.795880017344075	Gene expression	Stemness	0.239	NS	0.423	NS	0.219	NS	0.431	NS
IDO2	KIRC	-0.216555018417554	0.000126105682590932	3.89926534275064	Unchanged	ns	0.91	0.0409586076789064	Gene expression	Stemness	0.112	NS	0.557	NS	0.493	NS	0.944	NS
IDO2	LIHC	-0.222541971634571	3.39005512958652e-06	5.46979323917729	Underexpression	****	1.5e-42	41.8239087409443	Gene expression	Stemness	0.607	NS	0.971	NS	0.106	NS	0.17	NS
IDO2	LUAD	-0.199351870079563	1.13518755560021e-05	4.94493237844186	Underexpression	****	1.4e-07	6.85387196432176	Gene expression	Microsatellite instability	0.00171	Protective	0.00715	Protective	0.925	NS	0.0149	Protective
IDO2	LUAD	-0.170950511682459	0.00117387106587714	2.93037960194117	Underexpression	****	1.4e-07	6.85387196432176	Gene expression	Stemness	0.00171	Protective	0.00715	Protective	0.925	NS	0.0149	Protective
IDO2	PRAD	-0.155578492622121	0.0148488745996981	1.82830646039808	Unchanged	ns	0.7	0.154901959985743	Gene expression	Stemness	0.817	NS	0.355	NS	0.725	NS	0.125	NS
IDO2	SKCM	-0.346196906970563	0.00453044089907593	2.34385953072048	Underexpression	****	7.7e-18	17.1135092748275	Gene expression	Microsatellite instability	1.67e-06	Protective	2.04e-06	Protective			0.00204	Protective
IL4I1	BLCA	-0.268917990123465	8.26574580907895e-05	4.08271795441504	Overexpression	****	1.8e-05	4.74472749489669	Gene expression	Microsatellite instability	0.253	NS	0.166	NS	0.0591	NS	0.25	NS
IL4I1	BRCA	0.232487584215548	1.67422075570119e-14	13.7761872783249	Overexpression	****	1.2e-110	109.920818753952	Gene expression	Stemness	0.249	NS	0.492	NS	0.958	NS	0.454	NS
IL4I1	COAD	-0.382036719815071	4.75980258354617e-10	9.32241105960188	Overexpression	****	9.8e-61	60.0087739243075	Gene expression	Stemness	0.343	NS	0.143	NS	0.17	NS	0.79	NS
IL4I1	COAD	0.228347437986192	0.00551502242462258	2.2584527173362	Overexpression	****	9.8e-61	60.0087739243075	Gene expression	Tumor mutational burden	0.343	NS	0.143	NS	0.17	NS	0.79	NS
IL4I1	GBM	-0.389255732703121	3.24980393038161e-08	7.48814284041251	Overexpression	****	1e-82	82	Gene expression	Stemness	0.00375	Risky	0.00134	Risky			0.0139	Risky
IL4I1	HNSC	-0.140617648698554	0.000451505496518018	3.34533695832298	Overexpression	****	5.3e-13	12.2757241303992	Gene expression	Stemness	0.169	NS	0.0308	Protective	0.281	NS	0.0283	Protective
IL4I1	KIRC	-0.255015680378858	1.16610585181535e-08	7.93326202524358	Overexpression	****	2.3e-35	34.6382721639824	Gene expression	Stemness	0.022	Risky	0.0396	Risky	0.622	NS	0.0693	NS
IL4I1	LAML	-0.39069195899515	4.65444334079242e-06	5.33213225205711	Overexpression	***	0.00042	3.3767507096021	Gene expression	Stemness	0.00783	Risky						
IL4I1	LGG	-0.505394280507367	4.19147383017105e-06	5.37763324105191	Overexpression	****	1.4e-106	105.853871964322	Gene expression	Stemness	1.25e-09	Risky	1.89e-08	Risky	0.515	NS	7.25e-09	Risky
IL4I1	LUSC	-0.220889955234901	2.00724870798858e-06	5.6973988129559	Overexpression	****	9e-73	72.0457574905607	Gene expression	Microsatellite instability	0.159	NS	0.647	NS	0.576	NS	0.477	NS
IL4I1	PAAD	-0.262499651007871	0.0114209762094456	1.94229677312557	Overexpression	****	3e-52	51.5228787452803	Gene expression	Microsatellite instability	0.467	NS	0.253	NS	0.151	NS	0.578	NS
IL4I1	PAAD	-0.330258696402771	0.00127680231059848	2.89387634006034	Overexpression	****	3e-52	51.5228787452803	Gene expression	Stemness	0.467	NS	0.253	NS	0.151	NS	0.578	NS
IL4I1	PCPG	-0.229003946495651	0.0371047921198456	1.43056999720959	Overexpression	*	0.035	1.45593195564972	Gene expression	Stemness	0.537	NS	0.545	NS	0.165	NS	0.8	NS
IL4I1	PRAD	-0.188054792468738	0.000256712969644351	3.59055218936251	Overexpression	****	2.3e-21	20.6382721639824	Gene expression	Stemness	0.819	NS	0.925	NS	0.315	NS	0.0169	Risky
IL4I1	THCA	-0.27829284335854	1.30954978854946e-33	32.8828779852256	Overexpression	****	2.2e-58	57.6575773191778	Gene expression	Stemness	0.659	NS	0.51	NS	0.0412	Risky	0.0538	NS
IL4I1	THYM	0.357415872659026	0.00233947669864977	2.63088127605343	Overexpression	****	8.1e-11	10.0915149811213	Gene expression	Tumor mutational burden	0.0191	Risky	0.00419	Risky			0.0312	Risky
IL4I1	UCEC	0.280358027591607	0.0190520916083682	1.7200573389328	Overexpression	****	1.7e-36	35.7695510786217	Gene expression	Stemness	0.928	NS	0.856	NS	0.4	NS	0.75	NS
IL7R	BRCA	-0.215157646058451	1.55517527186736e-12	11.8082206578814	Unchanged	ns	0.68	0.167491087293764	Gene expression	Stemness	0.0373	Protective	0.327	NS	0.223	NS	0.066	NS
IL7R	CESC	-0.284908233709175	2.24826839617669e-47	46.6481518443394	Unchanged	ns	0.78	0.10790539730952	Gene expression	Stemness	0.674	NS	0.248	NS	0.55	NS	0.219	NS
IL7R	COAD	-0.515000321396705	0.00941372087031917	2.02623868326304	Unchanged	ns	0.17	0.769551078621726	Gene expression	Stemness	0.43	NS	0.651	NS	0.0118	Protective	0.353	NS
IL7R	DLBC	-0.488277194630894	0.000181667010718791	3.74072392994872	Unchanged	ns	0.2	0.698970004336019	Gene expression	Stemness	0.631	NS	0.349	NS	0.888	NS	0.038	Protective
IL7R	ESCA	-0.339445383657761	2.8703083360687e-11	10.5420714477048	Overexpression	****	1.2e-40	39.9208187539524	Gene expression	Stemness	0.991	NS	0.693	NS	0.93	NS	0.282	NS
IL7R	HNSC	-0.159569563729852	7.83568811145067e-07	6.10592285881457	Overexpression	****	1.3e-11	10.8860566476932	Gene expression	Microsatellite instability	0.926	NS	0.622	NS	0.567	NS	0.67	NS
IL7R	LGG	-0.420972390900479	0.0323479967762183	1.49015260884294	Overexpression	****	1.7e-25	24.7695510786217	Gene expression	Stemness	9.5e-07	Risky	8.03e-07	Risky	0.026	Protective	0.000114	Risky
IL7R	LIHC	-0.494676987125229	1.30559117544386e-21	20.8841927939984	Underexpression	*	0.012	1.92081875395238	Gene expression	Stemness	0.0444	Protective	0.0437	Protective	0.000413	Protective	0.00649	Protective
IL7R	OV	-0.418007919719232	4.81408294814203e-09	8.31748643096792	Unchanged	ns	0.9	0.0457574905606751	Gene expression	Stemness	0.0604	NS	0.0374	Protective	0.481	NS	0.0725	NS
IL7R	READ	-0.326193450526693	8.17621796601319e-09	8.08744753939931	Unchanged	ns	0.08	1.09691001300806	Gene expression	Stemness	0.0444	Protective	0.0231	Protective	0.767	NS	0.912	NS
IL7R	STAD	-0.251780269138315	2.56839409810403e-22	21.5903383367168	Overexpression	****	1.5e-06	5.82390874094432	Gene expression	Stemness	0.122	NS	0.2	NS	0.704	NS	0.167	NS
IL7R	THYM	0.404636866714554	2.32243106554348e-05	4.6340571678826	Overexpression	****	1.1e-23	22.9586073148418	Gene expression	Stemness	0.127	NS	0.0657	NS			0.352	NS
IMPA1	COAD	-0.210322493489976	4.15723557253602e-09	8.38119536520902	Unchanged	ns	0.84	0.0757207139381184	Gene expression	Stemness	0.117	NS	0.762	NS	0.203	NS	0.499	NS
IMPA1	KIRC	0.1562179587514	0.0168540177999483	1.77329655174531	Unchanged	ns	0.42	0.3767507096021	Gene expression	Stemness	0.0116	Protective	0.00113	Protective	0.815	NS	0.00209	Protective
IMPA1	LGG	-0.225549472987039	0.00436201434467319	2.36031291055875	Overexpression	****	2.4e-107	106.619788758288	Gene expression	Stemness	9.58e-06	Risky	1.36e-05	Risky	0.657	NS	0.0016	Risky
IMPA1	STAD	0.264906371440768	6.47962279603335e-05	4.18845027535925	Overexpression	****	1.1e-31	30.9586073148418	Gene expression	Microsatellite instability	0.356	NS	0.0443	Protective	0.0942	NS	0.0552	NS
IMPA1	STAD	0.170316559578935	0.0178785485468207	1.74766774189879	Overexpression	****	1.1e-31	30.9586073148418	Gene expression	Tumor mutational burden	0.356	NS	0.0443	Protective	0.0942	NS	0.0552	NS
IMPA1	STAD	0.302694087301325	0.000195108880704657	3.70972296252116	Overexpression	****	1.1e-31	30.9586073148418	Gene expression	Stemness	0.356	NS	0.0443	Protective	0.0942	NS	0.0552	NS
IMPA2	BRCA	0.356602656719078	2.38273465234512e-35	34.6229243191469	Underexpression	**	0.0041	2.38721614328026	Gene expression	Stemness	0.591	NS	0.448	NS	0.717	NS	0.921	NS
IMPA2	CESC	0.29499880371785	0.00053522372630934	3.27146464266769	Overexpression	***	0.00098	3.00877392430751	Gene expression	Stemness	0.18	NS	0.183	NS	0.784	NS	0.426	NS
IMPA2	COAD	0.232511243491682	0.0100550693854748	1.99761492818759	Overexpression	*	0.013	1.88605664769316	Gene expression	Microsatellite instability	0.0289	Protective	0.0121	Protective	0.105	NS	0.0629	NS
IMPA2	GBM	-0.458534166784566	1.07351763127067e-05	4.96919081839058	Overexpression	****	1.7e-36	35.7695510786217	Gene expression	Stemness	0.0117	Risky	0.0106	Risky			0.0265	Risky
IMPA2	KIRP	-0.196978271727275	2.37294418332638e-08	7.62471247718867	Overexpression	****	1.4e-07	6.85387196432176	Gene expression	Stemness	0.000165	Protective	1.48e-06	Protective	0.0113	Protective	0.000466	Protective
IMPA2	LGG	-0.532679425776407	3.9600077084761e-06	5.40230396868424	Overexpression	***	0.00071	3.14874165128092	Gene expression	Stemness	8.56e-08	Risky	4.18e-08	Risky	0.394	NS	2.19e-05	Risky
IMPA2	LIHC	0.162593911724016	9.6434186712689e-09	8.01576897783312	Overexpression	**	0.0062	2.20760831050175	Gene expression	Stemness	0.0191	Risky	0.0274	Risky	0.0573	NS	0.0916	NS
IMPA2	OV	0.23470642914893	0.0334771929437446	1.47525096466178	Unchanged	ns	0.52	0.283996656365201	Gene expression	Stemness	0.0201	Protective	0.0162	Protective	0.389	NS	0.0762	NS
IMPA2	PCPG	-0.307749414568677	0.00136042331964619	2.86632593223266	Underexpression	**	0.0061	2.21467016498923	Gene expression	Stemness	0.145	NS	0.145	NS	0.299	NS	0.597	NS
IMPA2	PRAD	0.259616450531785	0.0335911098681201	1.47377564660081	Overexpression	****	2.4e-10	9.61978875828839	Gene expression	Stemness	0.0367	Risky	0.0395	Risky	0.138	NS	0.503	NS
IMPA2	SKCM	0.144585445864627	8.31159041727549e-08	7.08031586630505	Underexpression	****	5e-66	65.301029995664	Gene expression	Stemness	0.00154	Risky	0.0146	Risky			0.335	NS
IMPA2	THYM	0.281397379360282	5.29422402702786e-38	37.2761976853158	Underexpression	****	1.7e-07	6.76955107862173	Gene expression	Stemness	0.0741	NS	0.105	NS			0.38	NS
IMPAD1	BRCA	0.110229094757179	0.00430434415363279	2.3660930119587	Overexpression	****	5.3e-32	31.2757241303992	Gene expression	Stemness	0.00224	Risky	0.15	NS	0.415	NS	0.358	NS
IMPAD1	KIRC	0.129578983229146	0.0330368537888112	1.481001318713	Unchanged	ns	0.19	0.721246399047171	Gene expression	Stemness	0.223	NS	0.373	NS	0.639	NS	0.616	NS
IMPAD1	LIHC	-0.157629290747789	0.0442351788551884	1.35423221241503	Overexpression	****	3.4e-20	19.4685210829577	Gene expression	Stemness	0.801	NS	0.371	NS	0.264	NS	0.667	NS
IMPAD1	LUAD	0.155228234061935	0.00730426593994728	2.13642342302181	Overexpression	****	1e-12	12	Gene expression	Microsatellite instability	0.011	Risky	0.0618	NS	0.335	NS	0.0478	Risky
IMPAD1	LUAD	0.152076867868779	0.0081821549520154	2.08713230017766	Overexpression	****	1e-12	12	Gene expression	Stemness	0.011	Risky	0.0618	NS	0.335	NS	0.0478	Risky
IMPAD1	PAAD	-0.242163318646045	9.13604424602503e-08	7.03924180579722	Overexpression	****	8.6e-51	50.0655015487564	Gene expression	Stemness	0.177	NS	0.103	NS	0.0185	Risky	0.604	NS
IMPDH1	BRCA	0.216757813500303	1.4170319636951e-12	11.8486203533518	Overexpression	****	1.6e-06	5.79588001734407	Gene expression	Stemness	0.164	NS	0.0422	Risky	0.035	Risky	0.0249	Risky
IMPDH1	GBM	-0.260130475398867	2.84868224828884e-16	15.5453559907433	Overexpression	****	7.8e-17	16.1079053973095	Gene expression	Stemness	0.00187	Risky	0.000678	Risky			0.368	NS
IMPDH1	KIRP	-0.343104658148225	4.3302175883569e-07	6.3634902803098	Overexpression	**	0.0061	2.21467016498923	Gene expression	Stemness	0.0455	Risky	0.0613	NS	0.349	NS	0.401	NS
IMPDH1	LAML	-0.410128231023357	9.63603652384347e-07	6.01610156254733	Unchanged	ns	0.1	1	Gene expression	Stemness	0.316	NS						
IMPDH1	LUSC	0.171859563386138	0.00265476523315455	2.57597387851982	Underexpression	**	0.0021	2.67778070526608	Gene expression	Stemness	0.323	NS	0.15	NS	0.115	NS	0.052	NS
IMPDH1	THCA	-0.45705797764272	2.26882548137189e-05	4.64419890887138	Underexpression	****	1.3e-44	43.8860566476932	Gene expression	Stemness	0.021	Risky	0.0892	NS	0.309	NS	0.337	NS
IMPDH2	BRCA	-0.105745953391456	0.00478380539814846	2.32022649545553	Overexpression	**	0.0018	2.74472749489669	Gene expression	Stemness	0.179	NS	0.0797	NS	0.165	NS	0.0484	Protective
IMPDH2	CESC	0.227783940792686	1.15295195340138e-17	16.9381887905435	Underexpression	**	0.0011	2.95860731484178	Gene expression	Stemness	0.806	NS	0.587	NS	0.764	NS	0.857	NS
IMPDH2	CHOL	-0.556946400130925	0.000466216759803061	3.33141211829044	Overexpression	****	1.6e-08	7.79588001734407	Gene expression	Tumor mutational burden	0.054	NS	0.0141	Protective	0.594	NS	0.112	NS
IMPDH2	HNSC	0.330602634481433	6.06040143504361e-05	4.21749860764063	Underexpression	***	0.00014	3.85387196432176	Gene expression	Stemness	0.305	NS	0.195	NS	0.706	NS	0.251	NS
IMPDH2	KIRC	-0.146620953810333	0.00642825001166731	2.19190724071765	Overexpression	*	0.037	1.43179827593301	Gene expression	Stemness	0.0904	NS	0.0125	Risky	0.745	NS	0.000834	Risky
IMPDH2	LIHC	0.447001166847902	7.62836558070381e-14	13.1175685020605	Overexpression	****	2.1e-41	40.6777807052661	Gene expression	Stemness	0.00598	Risky	0.098	NS	0.00932	Risky	0.038	Risky
IMPDH2	PAAD	0.359158784674148	0.0395889929980238	1.40242554500111	Underexpression	**	0.0089	2.05060999335509	Gene expression	Stemness	0.232	NS	0.332	NS	0.0887	NS	0.00184	Risky
IMPDH2	SARC	0.186365050013093	8.74706558513958e-08	7.05813761714018	Unchanged	ns	0.12	0.920818753952375	Gene expression	Stemness	0.0313	Risky	0.0414	Risky	0.0827	NS	0.105	NS
IMPDH2	SKCM	0.336579893180691	1.82296509009486e-15	14.7392216480342	Underexpression	*	0.029	1.53760200210104	Gene expression	Stemness	0.0035	Risky	0.00301	Risky			0.269	NS
IMPDH2	STAD	0.213395008101544	0.00408980272616273	2.38829763991569	Overexpression	****	6.2e-13	12.2076083105017	Gene expression	Microsatellite instability	0.482	NS	0.63	NS	0.298	NS	0.153	NS
IMPDH2	THCA	-0.12528733627442	5.28445502967725e-14	13.2769997935614	Overexpression	****	2.4e-16	15.6197887582884	Gene expression	Stemness	0.142	NS	0.00439	Risky	0.677	NS	0.036	Risky
INMT	ACC	-0.343666586117086	0.00947831793359516	2.02326872774358	Underexpression	****	1.1e-30	29.9586073148418	Gene expression	Stemness	0.915	NS	0.885	NS	0.555	NS	0.395	NS
INMT	BLCA	-0.648460337241089	2.70916247627625e-50	49.5671649482949	Underexpression	****	1.2e-14	13.9208187539524	Gene expression	Stemness	0.0534	NS	0.063	NS	0.367	NS	0.101	NS
INMT	BRCA	-0.229888205643553	0.00445123966612606	2.35151902156248	Underexpression	****	3.6e-107	106.443697499233	Gene expression	Microsatellite instability	0.61	NS	0.658	NS	0.405	NS	0.609	NS
INMT	CESC	-0.430124188027641	6.22159058147602e-11	10.206098571507	Underexpression	****	6.8e-09	8.16749108729376	Gene expression	Stemness	0.87	NS	0.738	NS	0.543	NS	0.203	NS
